,Brand,Headline,Review,Grade
4748,Starbucks,I must say you can tell we're not in…,I must say you can tell we're not in Seattle anymore prices have gone up quality has gone down you pay 50 cents for every syllable of their drink maybe even close to $0.75 not quite sure but needless to say the coffee is okay it's still outrageously priced,3
4749,Starbucks,i love coffee and service,,3
4750,Starbucks,The  hot chocolate Mochas are terrible…,"The  hot chocolate Mochas are terrible they were good up until about a week ago , they don’t take right 🤮 and I was buying 2 a day !!",1
4751,Starbucks,Great new rewards app,"Great new rewards app! The quality of their products has always been above average in my book. It never tastes like a watered down coffee product being passed off at espresso. Their shops and menus are consistent in every town. And the additional food menu has exceeded my expectations with flavor and quality. The only gap in service was the lack of earning free coffee rewards, so they finally nailed it. The app is entertaining and fun. Give it a try because when it comes to coffee you get what you pay for with their quality so now you can get rewarded for your spending!",4
4752,Starbucks,Starbucks customer service is going down hill.,My husband got me a coffee and he went to the one I Hate. They always get my drink wrong. I was a Starbucks manager for 10 years and most of Starbucks people argue with me when I say no foam they tell me they can't do that. I still continue to tell them they can do no foam. Anyway my husband got my coffee and brought it to me I didn't read the label and I drank it my throat was feeling  a little funny so I looked at the description it was a Carmel almond milk late I am allergic to all nuts and I'm so glad I didn't have to use my epi pen I called them and informed them that they gave my husband the wrong drink. the girl on the phone laughed at me and then said she guesses I could get another one but this sort of thing happens all the time. WHAT!!!! I could of died and she just brushed it off like it was ok. My husband got me an espresso machine and now I don't have to go there anymore have a nice life starbuck's I would rather live and not die from a messed up drink again. And it's sad because I love Starbucks so much there are good  baristas out there but it's rare. but it's  manly lack of training.,1
4753,Starbucks,Disgusted by starbucks,"Disgusted the fact that their main page says you dont need experience, they dont care if you're disabled but guess what ? They obviously do care. I'm tired of applying one job after the next just to get turned down because I dont have the experience or the fact my disability could slow me down. All i do is support and support starbucks just to get trapped on. It's not my attitude because i never told anyone any of this but I'm starting to see starbucks is messed up for not giving me one single chance , Starbucks sucks",1
4754,Starbucks,good service i love coffee,,3
4755,Starbucks,A good place for a good coffee,"A good place for a good coffee, a little bit expensive",3
4756,Starbucks,Starbucks does not care about its…,"Starbucks does not care about its customers When you get political about the capital riot yet you ignore the whole year of 2020 when BLM and Antifa were burning businesses, violent behavior-looting- killing people- you don't care abou tALL of your customers",1
4757,Starbucks,A bit pricey but worth it!,Had my first trip to Starbucks with my sis and nephew. It was a nice experience though and memorable one as it is free and from my sis hahaha. A bit pricey for a milkshake and a piece of cake but its worth it.,5
4758,Starbucks,Customer service is great,Customer service is great. Coffee and baked goods are great. A little on the expensive side for coffee.,4
4759,Starbucks,The coffee is average however amazing…,"The coffee is average however amazing staff, and fast service.",4
4760,Starbucks,Starbucks is always a quick place to…,Starbucks is always a quick place to get a coffee.  They put their customers first.  Even when there is a line they move swiftly.,4
4761,Starbucks,BEST COFFEE I HAVE EVER HAD,,5
4762,Starbucks,In the longest line at Starbuck and they didn't have what was on the menu.,"In the longest drive through line. Menu on line post holiday flavors. Eggnog and pumpkin spice, they were out. I was in line and by the time I got to the front I couldn't turn around and leave.  Frustrating going back to catahoula coffee.",1
4763,Starbucks,Thanks Starbucks for good service,Thanks Starbucks for good service! Though it wasn't as good as it used to be but your professional approach to deal customer always inspires me. Keep doing the good work!,4
4764,Starbucks,In trying to resolve a complaint I have…,"In trying to resolve a complaint I have talked with several supervisors who have advised there is no one above them to talk to, they will provide no additional information. Supervisors can make up what ever they want as there is no accountability for there actions.",1
4765,Starbucks,Wait way to long in drive up for coffee,Love Starbucks coffee and the people that work there are always very pleasant but the wait is horrible. This was the third time I been to the same location and waited at least 25 min in drive up.This will be the last time going for me.,1
